treatment	FS	FS	FS	B	B	B	F	F	F	S	B	S	S	FS	FS	FS	B	B	B	F	F	B	F	S	S	S	FS	FS	FS	B	F	F	F	S	S	S
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	23.484	15.802	19.3532	15.8183	0	13.8982	13.7596	17.384	10.3367	7.10339	20.4597	15.9593	11.9599	14.0654	16.3995	16.6038	18.3446	0	11.299	12.123	13.855	20.2478	14.9138	14.9648	13.9812	12.0082	15.2921	13.7128	12.1072	15.843	13.5849	17.8695	27.9893	13.7092	0	28.3097
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0.6021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625557	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	8.23692	7.3316	12.2952	21.5023	25.1665	28.8002	30.4551	23.1369	32.9508	19.9584	7.15664	20.9475	24.9504	22.268	24.7047	25.7193	15.2758	13.7647	24.7743	21.9164	17.9569	13.4699	19.9793	23.053	18.0112	16.1924	16.2477	20.6358	18.5664	13.4922	7.20968	0	11.7722	6.99055	4.97409	10.2741
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	12.7379	14.8668	14.3302	22.6413	14.9284	17.7693	0	0	11.5806	15.0902	9.57384	7.73616	15.5664	19.8807	0	15.098	19.6117	21.8077	0	18.1157	17.6878	14.0921	10.2426	10.882	15.6552	11.3123	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_catenulatum	1.28212	0	0	0.975783	4.12439	0.916439	5.39462	1.33852	1.72874	2.05629	2.95535	4.09563	0	2.18227	3.03041	1.4595	1.57292	0	1.57722	3.75384	1.94202	0	0.866208	1.55008	1.98249	1.78259	1.9946	0.567252	2.59097	1.54483	1.29137	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	3.77524	9.81654	13.5553	12.6329	13.4626	10.0543	11.9575	10.8187	0	12.1988	10.5711	8.39462	10.0657	10.8619	6.82592	0	8.16245	9.80043	8.57241	0	7.22889	0	7.38529	7.15486	6.55909	8.19316	7.53444	0	0	0	0	0	0	2.97259
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	2.67003	1.08043	0.851889	3.87634	5.62704	2.56552	6.73861	5.6481	6.45569	3.41651	1.65253	6.93766	6.88077	0	5.20718	5.75221	5.70032	10.5283	6.46119	6.9362	5.9974	0	2.96985	5.93324	4.33655	5.95121	6.02043	8.61311	4.52095	3.45063	2.71309	0	0	3.03743	2.99742	2.0202
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Blautia_obeum	28.2713	30.8776	36.7445	17.9652	7.48623	16.0199	10.7454	11.4624	14.1316	13.5196	31.3177	20.4093	8.60171	13.0817	12.8938	17.3513	14.3905	0	18.4069	11.9355	14.8146	35.1924	14.1414	8.8198	16.0974	14.9207	13.2924	11.5214	17.0648	27.481	24.9735	31.2761	22.4973	22.0021	29.088	37.451
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Blautia_wexlerae	15.3783	14.8303	18.2764	6.64596	0	7.10283	6.13788	6.58888	5.83641	6.39736	17.2938	6.79369	6.57676	3.65978	8.61279	5.91951	6.09748	0	6.80825	5.67031	6.5919	16.6728	5.50066	3.89352	8.14819	5.25521	7.37403	6.64325	6.81404	18.3318	13.2576	12.4339	14.4962	13.6103	14.1411	13.2096
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_torques	34.017	29.4287	32.2036	14.0708	7.82875	15.4604	19.3708	15.2568	14.8709	18.8581	31.9896	15.7151	7.25821	14.3839	13.8477	14.2453	18.1775	0	17.0402	18.6722	15.8097	36.5673	13.8816	9.93982	15.5384	16.296	15.6553	16.0815	17.3896	21.5448	34.3454	32.6003	27.0629	26.384	30.3336	32.1274
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Catenibacterium.s__Catenibacterium_mitsuokai	19.2355	8.02805	10.5085	22.9419	20.7908	16.4218	27.715	23.1495	22.1201	25.5956	5.94068	25.0647	23.6876	20.4551	17.6249	26.9333	19.2233	0	18.8627	22.9398	19.4285	18.1952	15.1925	14.8189	24.5908	20.6837	24.8413	19.2306	20.0975	14.0366	9.26812	13.5672	13.4273	0	10.6498	19.6448
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	14.3095	16.31	17.1391	15.6009	14.1352	18.1657	22.2508	22.5549	21.7078	25.3604	17.6472	22.249	21.5378	16.1573	18.684	22.2157	14.0532	0	12.2063	28.4382	12.3714	18.404	15.5874	17.128	17.241	20.4906	19.1241	17.6192	14.7546	15.5821	14.219	12.4761	0	13.8144	13.8603	17.4242
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02465	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus	0	0	12.6398	0	0	0	0	0	0	0	0	0	0	0	0	0	5.315	0	6.19934	0	0	0	0	0	8.95583	0	7.54444	7.50295	7.66808	0	0	0	0	0	0	10.4328
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dorea.s__Dorea_longicatena	5.42804	0	0	0	0	0	0	0	5.636	0	0	6.50045	0	0	0	0	0	0	0	0	5.10505	0	0	0	0	0	7.20111	0	2.8663	0	0	0	0	0	0	8.81691
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	21.2153	32.0567	35.2489	5.87349	9.94954	13.9604	11.046	0	10.594	28.0071	14.7149	14.307	10.5392	27.2811	0	37.6444	12.3653	14.5843	0	0	0	5.99281	11.7305	11.8568	18.556	18.9372	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18.2289	20.9803	25.1616	7.64249	0	0	0	0	9.12151	9.08099	10.8371	5.18669	0	0	0	9.22199	14.5747	0	11.5319	9.41165	11.9853	12.1184	0	0	8.5178	11.202	8.30002	10.2515	13.5977	24.6066	19.3007	0	24.8452	0	0	25.7503
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Faecalitalea.s__Faecalitalea_cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Fusobacterium.s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Fusobacterium.s__Fusobacterium_varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnoclostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	10.6091	15.8077	12.7651	5.73167	0	5.13082	8.65589	0	3.34721	5.36815	9.27595	6.99245	0	6.49427	4.12018	5.53812	9.62478	0	7.84882	8.29724	7.90065	14.6517	6.30608	8.74933	7.56629	7.66595	7.33953	6.74016	8.55407	0	12.0345	12.7103	11.8134	15.0097	7.59979	12.238
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5335	0	16.0994	44.0046	0	0	19.6628	15.2201	14.2452	12.7415	11.823	12.6579	13.5616	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Megamonas.s__Megamonas_rupellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	4.46395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56474	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_faecis	14.6495	9.33201	15.4886	6.7211	0	8.67559	12.278	0	5.43928	8.42419	0	0	0	0	7.63749	0	0	0	0	0	0	18.7813	0	0	0	0	0	0	3.86917	0	14.0287	18.7261	19.7698	0	13.1942	15.5886
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_hominis	4.04438	0	0	13.7951	11.7342	7.08396	7.97446	11.0752	8.29532	16.568	0	12.5454	8.86446	15.5216	8.1598	11.2357	9.78579	0	12.484	15.3302	7.02799	0	0	0	14.3467	12.1226	13.0421	8.74521	12.0028	0	0	0	0	0	0	4.56252
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	6.77815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65092
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	35.3399	30.3963	24.8044	18.7666	20.4684	14.4498	15.1021	14.317	20.4338	0	28.4543	15.1974	18.4924	0	0	13.2231	22.2848	0	22.3799	21.7246	13.4969	0	18.7356	0	15.3506	17.7895	23.6349	19.8796	24.2494	24.5318	34.5321	28.6226	34.4477	0	0	27.2679
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05762	0	1.03485	0.788916	0	0	0	0	0	0	1.46805
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	10.4834	0	3.88471	10.1843	11.0869	9.2245	16.6457	0	0	0.85584	0	0	0	0	18.3324	7.85576	7.92612	6.87558	10.4021	9.12689	0	0	0	0	0	0	2.45833
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0.726599	0	0	0	0	0	0	0	1.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77029	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797206	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	3.98079	2.07981	0	0	0	0	0	0	0	8.15999	0	0	6.51289	9.26914	0	0	0	0	1.5315	0	0	0	0	0	0	0	2.80376	4.00159	4.49273	0	0	0	0	0	0	2.7463
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	1.35486	4.54818	0	1.32636	0	0	0	0	0	0	0	5.93669	0	6.82447	0	5.24258	0	0	0.85365	0	0	0	0	0	5.1597	5.30411	3.26237	0	7.09306	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	4.88452	0	3.10234	7.70084	1.11539	0	7.55145	0	0	0.64148	0	0	0	0	5.20643	0.83056	2.59986	0.801234	0	3.32441	0	0	0	0	0	0	0.747027
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	74.5052	40.3261	48.8887	29.6013	40.1963	43.4472	39.1546	28.5731	36.5668	40.1064	46.8665	41.2935	35.3473	22.703	39.7825	23.6915	36.1895	41.6323	43.081	32.0862	31.6152	28.4321	28.3832	53.1077	49.4296	35.9231	46.2784	37.4247	34.7892	28.3871	37.3353	53.6541	61.7199	57.2395	43.4564	61.5719
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	409.514	350.427	399.51	325.212	337.369	361.853	359.192	311.015	370.77	369.01	343.502	400.537	343.429	295.692	335.519	375.636	402.066	181.701	401.281	418.687	358.032	354.179	349.647	370.364	403.366	391.045	407.843	387.392	420.927	306.632	317.024	334.57	403.03	307.404	355.497	460.285
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89268	0	0	0	3.09959	0	0	0	0	0	0	4.35048
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45424	0	2.92232	0	3.69673	0	0	0	2.94479	0	3.60879	0	2.56912	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7426	0	1.31351	0	1.69132	0	0	0	1.39092	0	1.35355	0	1.2451	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_putredinis	8.31787	0	6.10412	5.76339	0	5.02254	0	0	4.56497	0	0	6.79381	0	0	0	6.20457	8.84207	0	7.89207	12.2248	13.4679	0	13.0136	0	12.3034	10.3871	10.082	10.7016	8.69486	0	0	0	0	0	0	6.18306
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	7.60382	0	0	0	0	0	0	0	1.25771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7384	0	0	0	0	0	0	6.26408
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	0.773094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919291	0	0	0	0.833418	0	0.506489	0	0.509192	0	0	0	0	0	0	0.613535
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817442	0	0	0	0	0	0	2.185
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	4.27146	2.15819	3.38496	1.06197	0	2.77587	3.13085	1.66657	1.30464	2.14793	2.65852	2.16895	2.39797	1.78598	2.91463	0	3.11134	0	2.31733	0.612512	1.95065	4.85101	0.970425	2.23011	1.91441	0.920889	2.41162	1.09973	2.54431	5.7801	4.8635	4.94906	1.70127	5.97946	0	3.04318
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	2.39269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599229	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.599314	0	0	0	0	0.467432	0	0	0.665199	0	0	0	0	0.665706	0	0.600895	0	0	0	0	0	0.459515	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344739	0	0	0	0	0	0	0	0	0	0.622204	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0.718669	0	0	0.438127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209307	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464783	0	0	0	0	0	0	0.763009
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	3.10448	0	0	1.09842	0	0	1.75721	0	1.33023	1.29162	0	1.31175	0	1.60591	0	0	2.27399	0	1.26986	0	1.88913	0	0	0	1.12968	0	2.10855	0	1.99179	0	0	0	0	0	0	2.0333
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	0.746709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.547956	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	1.14076	0	0.766826	0.886575	0	0.477443	0	1.33291	0	0	0.751027	0	0.61968	0	0	0	0	0	0.725959	0	1.5631	0	0.927651	0	0	0	0	0	0	0.716489
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	22.6074	19.0367	18.2049	17.0942	16.6751	10.9426	13.3873	14.1925	14.0621	12.9695	18.1187	14.9587	11.41	13.7341	13.9297	10.7276	13.9328	0	9.97182	10.2286	13.0629	22.7249	7.36609	12.8551	15.0027	12.1905	11.2179	13.8102	10.7919	23.2205	16.9855	19.4689	9.97158	19.7753	16.8486	19.325
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	21.7453	14.9295	17.1748	14.2981	0	12.7283	12.6866	15.7052	9.06252	6.06105	19.7869	14.7093	10.4478	13.6454	14.9028	15.5152	18.6176	0	10.3982	10.8738	12.3673	19.5738	13.7025	13.4245	12.9926	10.6535	14.5485	13.1198	11.2699	14.3526	14.0361	15.5233	27.1347	12.4095	0	27.0385
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.560378	0	0	0.747633	0	0	0	0	0.499988	0	1.0542	0	0	0	0	0	0	0.63525	0	0	0	0	0	0	0	0.518498	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_adolescentis	10.7126	13.5657	13.0334	23.2904	28.5313	30.8894	38.1591	28.5507	34.3915	25.3067	11.0097	25.0088	26.8222	24.5351	26.6533	28.9563	17.1152	22.7434	25.2797	34.8473	22.8239	17.6583	29.9717	25.1654	19.7571	20.9324	17.1765	21.7359	20.3579	14.0166	12.7679	11.2181	12.9106	9.27631	16.0354	10.9848
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_angulatum	2.54724	0	0.89283	4.68362	0	0	0	0	9.19477	0	3.87497	6.13696	0	0	0	9.16491	6.46577	0	7.63464	0	0	0	0	0	4.89432	5.36103	6.22195	0	4.46785	0	0	0	0	0	0	1.27488
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_bifidum	5.2235	0	0.92108	18.3554	21.9838	18.1545	26.5091	17.809	23.5478	20.8315	0	23.5655	20.6427	16.0225	20.9631	19.862	25.5469	25.1094	19.9405	22.2457	25.2738	0	24.2855	20.6108	19.0167	17.2554	19.5625	20.049	16.7079	0	0	0	0	0	0	6.07637
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_catenulatum	1.53209	2.53069	1.38187	1.20887	5.11063	1.89042	6.04238	3.28628	2.93071	3.33465	3.96659	4.4847	2.75394	2.69449	3.58312	2.4626	1.75588	0	1.74279	4.5691	3.09247	1.26073	1.0821	1.856	2.14285	1.97308	2.1641	0.852548	2.90315	2.07377	1.77358	0	1.23949	0	2.45994	1.04176
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	0	8.54403	6.8443	18.3977	25.4289	19.0664	22.0122	20.5731	22.6748	20.3077	0	21.5528	20.1241	17.0268	19.406	22.5409	17.6464	5.24782	20.8044	19.2432	19.4455	0	18.8124	9.33575	11.8104	14.0432	13.0964	11.1113	15.5814	0	1.88512	0	0	0	0	4.98305
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	3.66997	2.08924	2.40843	5.20355	7.36037	11.2226	7.67628	6.5476	8.69348	4.71059	2.07665	8.02063	10.0009	8.24371	8.98617	6.05372	7.06979	10.9964	7.49548	9.04008	6.67287	4.48928	11.1291	8.87952	4.74282	7.2841	7.80765	9.22053	6.1874	4.23844	4.31646	5.00504	0	3.56971	6.15264	2.64124
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Blautia.s__Blautia_obeum	28.8046	33.3724	35.0744	18.3383	7.40482	15.4004	18.1366	19.7255	13.9034	18.8339	31.789	21.4107	8.71253	12.3123	12.3033	16.4192	15.4453	0	18.6434	11.9973	15.0364	34.8529	15.452	9.76293	20.533	15.8762	19.3314	14.4882	18.1723	35.5061	29.0621	29.9281	22.2467	35.4741	40.7235	39.6577
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Blautia.s__Blautia_sp_AF19_10LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51381
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Blautia.s__Blautia_wexlerae	16.2286	15.2889	18.5183	8.27491	4.75484	7.27926	6.70464	7.67307	5.63887	5.91947	18.7537	7.91239	8.23384	4.36024	9.72792	6.17305	7.08656	0	7.04626	9.73859	9.01279	17.5975	5.5171	7.35309	8.87622	7.08781	7.56125	7.48451	7.09812	20.3693	13.4522	16.9937	13.5155	12.2717	17.3753	13.5949
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Blautia.s__Ruminococcus_torques	35.8819	34.3571	29.177	14.7006	7.31238	14.0357	18.5245	19.0486	15.7237	19.6632	30.8142	15.7937	6.70085	13.2276	12.9097	13.1334	17.7835	0	17.0126	18.7134	16.0349	34.323	13.8925	11.0744	15.4314	15.8916	17.7125	18.3347	16.5805	26.6413	36.0742	33.4803	27.2571	32.7084	31.4923	33.738
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Catenibacterium.s__Catenibacterium_mitsuokai	20.5955	14.7084	14.3936	28.2507	33.4391	22.4195	32.2314	35.6692	28.2412	27.3786	19.4847	26.6921	27.066	20.8587	27.7681	28.5767	23.7848	0	22.9571	29.9245	20.4067	16.7359	24.3579	17.247	28.0601	24.6537	26.7389	25.4616	23.4316	18.7266	12.4795	13.473	15.9091	8.99298	14.4828	22.9667
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens	14.1184	16.1748	19.5533	18.5053	13.7644	18.0258	22.6152	20.7691	21.9406	24.8233	17.4049	21.0738	21.6051	14.7197	16.9862	25.2625	13.2492	0	14.488	27.9477	11.0473	17.2688	14.1026	15.5635	19.6431	19.8623	18.5642	17.1916	14.6268	15.0872	12.8843	13.5949	0	12.616	15.1387	16.7347
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15347	0	0	0	0	0	0	0	0	0	0	0	4.27664	0	0	0	0	0	0	7.25663
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Coprococcus.s__Coprococcus_eutactus	0	9.13606	12.4442	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13316	0	6.7866	9.48652	0	0	0	0	11.0205	7.0508	9.82362	7.81791	8.17359	0	0	16.6198	13.1236	0	0	10.6165
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dorea.s__Dorea_longicatena	4.9716	0	0	2.51979	0	0	0	0	5.44147	0	5.12558	7.79353	0	0	0	0	1.67058	0	0	0	5.54476	0	0	0	0	0	6.99289	0	2.77562	0	0	0	0	0	0	9.4905
