Pathway	ENRIQ_10_S11_L001_Coverage	ENRIQ_11_S12_L001_Coverage	ENRIQ_12_S13_L001_Coverage	ENRIQ_13_S14_L001_Coverage	ENRIQ_14_S15_L001_Coverage	ENRIQ_15_S16_L001_Coverage	ENRIQ_16_S17_L001_Coverage	ENRIQ_17_S18_L001_Coverage	ENRIQ_18_S19_L001_Coverage	ENRIQ_19_S20_L001_Coverage	ENRIQ_1_S2_L001_Coverage	ENRIQ_20_S21_L001_Coverage	ENRIQ_21_S22_L001_Coverage	ENRIQ_22_S23_L001_Coverage	ENRIQ_23_S24_L001_Coverage	ENRIQ_24_S25_L001_Coverage	ENRIQ_25_S26_L001_Coverage	ENRIQ_26_S27_L001_Coverage	ENRIQ_27_S28_L001_Coverage	ENRIQ_28_S29_L001_Coverage	ENRIQ_29_S30_L001_Coverage	ENRIQ_2_S3_L001_Coverage	ENRIQ_30_S31_L001_Coverage	ENRIQ_31_S32_L001_Coverage	ENRIQ_32_S33_L001_Coverage	ENRIQ_33_S34_L001_Coverage	ENRIQ_34_S35_L001_Coverage	ENRIQ_35_S36_L001_Coverage	ENRIQ_36_S37_L001_Coverage	ENRIQ_37_S38_L001_Coverage	ENRIQ_38_S39_L001_Coverage	ENRIQ_39_S40_L001_Coverage	ENRIQ_3_S4_L001_Coverage	ENRIQ_40_S41_L001_Coverage	ENRIQ_41_S42_L001_Coverage	ENRIQ_42_S43_L001_Coverage	ENRIQ_43_S44_L001_Coverage	ENRIQ_44_S45_L001_Coverage	ENRIQ_45_S46_L001_Coverage	ENRIQ_46_S47_L001_Coverage	ENRIQ_47_S48_L001_Coverage	ENRIQ_48_S49_L001_Coverage	ENRIQ_49_S50_L001_Coverage	ENRIQ_4_S5_L001_Coverage	ENRIQ_50_S51_L001_Coverage	ENRIQ_51_S52_L001_Coverage	ENRIQ_52_S53_L001_Coverage	ENRIQ_53_S54_L001_Coverage	ENRIQ_54_S55_L001_Coverage	ENRIQ_55_S56_L001_Coverage	ENRIQ_56_S57_L001_Coverage	ENRIQ_57_S58_L001_Coverage	ENRIQ_58_S59_L001_Coverage	ENRIQ_59_S60_L001_Coverage	ENRIQ_5_S6_L001_Coverage	ENRIQ_60_S61_L001_Coverage	ENRIQ_61_S62_L001_Coverage	ENRIQ_62_S63_L001_Coverage	ENRIQ_6_S7_L001_Coverage	ENRIQ_7_S8_L001_Coverage	ENRIQ_8_S9_L001_Coverage	ENRIQ_9_S10_L001_Coverage
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-461: L-lysine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-781: aspartate superpathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277544	0	0	0	0	0	0	0	0	0	0	0	0	0.3346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	0	0	0	0.204629	0.0653264	844.055	0.000178144	3521.97	501.649	0.0267269	0	0.138759	1.09E-06	3.10E-05	0	0.00145441	2254.85	53.1753	0.00600737	0	478.388	0	0.000122946	0	0	0	0	0	1.01E-06	0.123167	0.000117329	0	0	0	0.00202588	0	1.12E-06	0	3.3382	0	0	2.07E-05	0	0	0	0.0469227	12588.6	16113.4	0	0	0	0	533.791	0	0	0.474472	0	0	0	0	0	0
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0	0	0	0	0	0	0	0	0	6699.98	0	0.0143166	0.205026	3.46487	12.6372	21.4884	0	1.70816	0	0	2.99415	0	1.13E-05	0	0	372.845	33.7554	73.0259	1.23837	0	87.4031	0.311086	0	0	0	0	0	0	0	0	0	0	3.38144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	0	0	0.000426232	4108.59	1796.66	0.0980275	0.016128	0	9854.96	0	0	100.403	0	843.986	36.9583	0	137.422	0.000135579	0	0.482549	0	0	0	7509.96	0.563526	44.2393	6842.38	8108.68	0.00368076	8262.87	4052.37	0	2836.06	17570.4	16511.9	0.000311567	12845.5	12041.8	16263.1	14276.3	16756.2	1942.21	0	12636.1	11923.1	468.853	17069.3	16634.5	12345.1	8430.51	3808.46	17635.7	10356.2	0	306.783	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0	0	0	0.000426232	4108.59	1796.66	0.0980275	0.016128	0	9854.96	0	0	100.403	0	843.986	36.9583	0	137.422	0.000135579	0	0.482549	0	0	0	7509.96	0.563526	44.2393	6842.38	8108.68	0.00368076	8262.87	4052.37	0	2836.06	17570.4	16511.9	0.000311567	12845.5	12041.8	16263.1	14276.3	16756.2	1942.21	0	12636.1	11923.1	468.853	17069.3	16634.5	12345.1	8430.51	3808.46	17635.7	10356.2	0	306.783	0	0	0	0	0	0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	17721	16025.1	18351	12074.6	11922.6	11993.7	12495.9	12778.7	11628	10799.6	16054.9	11130.1	10902.9	11933.8	11905	12099.9	11218.5	1706.93	11022.7	11940.9	11772.7	14523.4	12460.4	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	10743	26.2682	9035.62	12454.5	1.01182	1.95868	9864.83	11167.3	12845.7	3225.45	174.372	8.77203	11144	7238.59	17549	10864	11923.1	15718.6	7.9877	0	1.48E-05	9233.55	10756	1357.32	13046.1	14084.1	2.70353	17532.6	16621.2	292.65	5011.86	2755.63	16561.8
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00553207	0	0	1.30E-05	0	0	0	0	0	0	0	0	0	0.109021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	7156.82	0.048739	1.84E-06	12074.5	10310.7	12007.1	9539.37	11910.3	11628	10799.6	10984.1	11130.1	10725.1	11447.7	8441.1	12007.3	11218.5	2132.2	11022.7	11940.9	11772.7	1.42785	12541.2	10092.6	10882.6	10019.9	10805.6	10994.4	10071.3	11089.9	1310.63	12030.4	2269.36	0	0.00586504	11.6473	11167.3	12845.7	10958.2	0.000788001	3.4522	0.00812591	9283.47	441.878	11523.6	11923.6	7271.65	1801.91	0	0	12586.2	12215.1	0.45036	0.0672699	25.1444	0	676.694	571.365	75.0388	58.2659	2108.14	10948
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0	0	0	0	7.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000272829	0	0	0	0	0	0	0	0	0	0	0	0	0.720958	0	0	0	0	0	0	0	0	0	0	0	3.47E-05	0	0	0	0.00320093	0	0	7.41E-06	0	0	0	0	0	0	0	0	0	0	0	0
REDCITCYC: TCA cycle VI (Helicobacter)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I	0	0	0	0	0.0146682	0	0	0	0	0	0	0	3.27E-06	0	0	0	0	1.32E-05	0	0	0.000648676	0	2.51E-06	0	0	0	0	0	0	0	16.0379	0	0	0	0	0	0	0	0.00119982	15933.7	0.220406	0.138187	195.982	0	0.000403846	0	0	0	394.188	0	0	0	0.000383683	0	0	0.00195507	0	0	0	0	0	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	30.8752	0.581281	3689.83	524.382	7.20E-06	0.000151946	0	5612.94	0.148553	76.3807	1141	6.32E-05	0.0808703	0.0960938	0.505737	10044.3	0.0591337	0.0399771	6.94071	11164.7	658.737	0	0.000110496	8090.55	649.931	22.1401	3475.71	0.0139015	1.11E-06	6.74E-06	0	69.9463	0	0	0	0	0	0	0	0	0	0	207.798	0	0	0	0	0	0	0	0	0	0	27.5992	0	0.819664	8.07E-06	0.00247463	4704.83	0	0.00187314
RUMP-PWY: formaldehyde oxidation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0	0	0	75.7699	11902	8985.22	0.0826979	9.10514	246.9	0.853103	0	0	0.000690157	3640.78	0	0	8383.18	6894.81	11022.7	0	3619.57	0	1.20707	59.8767	2.18E-06	0	525.44	13.2205	0	10181.7	13440	10873.3	0	17220.5	17569	16512.1	0	12845.7	8436.09	17409.9	130.528	17252.5	13067.7	0	12463.5	10970.6	18145.7	17087.3	541.599	7355.96	12574.8	12217.9	16910.2	18253.8	0	15830.5	0	0	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	17047.5	10528.3	11143.7	12074.6	12246.9	12008.1	13089.4	12778.6	11628	10799.6	12045.9	11130.1	10888.7	11939.2	11904.9	12099.9	11218.5	13233.4	11022.7	11940.9	11772.7	5646.43	12520.6	12841.1	10882.6	10019.9	10805.6	10994.4	10071.3	11090	1830.6	13123	17844	0.572575	499.649	17.8763	11167.3	12845.7	12915.1	18.4093	7934.48	13478.6	13301.6	16922.1	12659.7	11926.3	14939	242.3	1.67E-06	3162.47	12587.2	12218	5.98343	48.0762	17498.6	8264.18	10281.4	20178.4	14950.5	3155	19682.6	1307.81
SO4ASSIM-PWY: assimilatory sulfate reduction I	0	0	0	0	0.00130552	0	0	0	0	0	0	0	0	0	0	0	0	1282.01	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	2884.72	3.68E-05	0	77.1471	10527	16480	0	0	0.24242	17707.5	5720.59	12027.8	0.00026663	0	1.90E-05	0	18090.6	17087.1	16650.8	14530.1	0	0	2018.44	10432.1	0	7009.91	0	0	0	0	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0	0	0	0	0.00293681	0	0	0	0	0	0	0	0	0	0	0	0	2563.14	0	0	0	0	0	0	0	0	0	0	0	7.76E-06	41.3331	8.14E-05	0	0.201348	0	0	0	0	0.54543	0	0	0	0.000601251	0	4.18E-05	0	0	0	0	0.0555775	0	0	8.96E-05	0	0	3.09103	0	0	0	0	0	0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153741	0	0	4.74495	0.000217874	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50E-05	0	0	0	0.000360376	0	0	0	0	0	0	0	0	0
TCA: TCA cycle I (prokaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119622	0	0	3.69771	0.0620098	0	0	0	0	0	0	2.60829	0	0	0	0	8.89E-05	1.63346	1.17E-05	0	0	0	0.00125863	0	0	0	0	0	0	0	0	0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0	0	0	139.863	413.245	168.954	1026.04	66.1446	0.359682	10799.6	0	9835.62	34.862	15.4802	10534.1	7124.52	11218.4	1.83785	6469.91	11675.4	3968.83	0	1468.57	6123.95	10817.1	9052.34	10730	10974.5	10071.3	11088.9	0.0744957	0	0.089046	0	0	0	11166.7	0	6.46E-06	0	0	0	0.0250339	0	0	0	0	0	0	0	0	2.41436	0	0	0	0	0	0.000442054	0	62.0133	0	0
THREOCAT-PWY: superpathway of L-threonine metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis	11252.2	12048	14026.2	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	15898.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13239.5	11022.7	11940.9	11772.7	884.003	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13434.1	13129	12036.3	16257.7	15013.9	16482.1	11167.3	12845.7	12915.1	11189.5	18915.6	17248.2	13331.5	6809.26	12659.7	11926.3	14785.2	1991.64	12586.8	14795.9	12587.2	12218	2149.73	17559.1	3844.94	15652.5	17939.1	5441.61	6421.32	1209.09	6234.26	16560.1
TRNA-CHARGING-PWY: tRNA charging	10763.7	19137.9	13862.9	12074.6	12232.5	11987.4	12533.8	12778.7	11628	10799.6	16670.4	11130.1	10902.6	11939.2	11904.9	12099.9	11218.5	12312.6	11022.7	11940.9	11772.7	12656.5	12544.6	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11089.3	8123.99	13111.2	21047.7	15719.1	16892.3	16511.9	11167.3	12845.7	12726.3	15342.7	17330.7	17172.7	10043.3	10605.8	12656.9	11895.9	18132.9	15739.4	15669.8	14821.5	11465.6	10774.1	17779.1	17280.3	18392.9	12004.5	17634.7	20031.6	8178.59	16381.9	13660	16550.4
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0	4.22E-05	0	11760.9	11261.5	11781.4	12674.9	11180	6936.73	10799.6	0	11130	10902.6	11939.1	11819.3	12099.8	11218.4	13090.9	11022.7	11939.8	9836.03	8.54E-06	11760	9424.21	10882.5	10019.9	10805.6	10994.4	10071.3	11089.9	13323.6	13129	0	3109.2	117.237	121.968	11167.3	12845.7	12914.2	7.71588	15833.1	2178.48	13193.7	0	12659.7	11926.2	0.374443	426.418	834.565	14822.1	12586.6	12218	259.678	2.03308	0	15792.2	0	0	0	0	0	0
URDEGR-PWY: superpathway of allantoin degradation in plants	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VALSYN-PWY: L-valine biosynthesis	17721.3	19165.9	18355.4	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	17299.1	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13244.1	11022.7	11940.9	11772.7	21340.4	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	21825	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	19089.4	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	18395.3	15830.5	18549	20185.1	20953.7	23334.7	22533.4	16561.8
